"agency","city","cfo_file","gazette_date","seizure_date","location","offence","police_file","seized_goods","year","version"
"Vancouver Police Department","Vancouver","R-09976","January 27, 2022","2021-5-27","00 block of West Pender Street, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-10883","25 GBP","2021",2
"Vancouver Police Department","Vancouver","R-09976","January 27, 2022","2021-5-27","00 block of West Pender Street, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-10883","15 EUR","2021",2
"Vancouver Police Department","Vancouver","R-09976","January 27, 2022","2021-5-27","00 block of West Pender Street, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-10883","522 USD","2021",2
"Chilliwack RCMP","Chilliwack","R-10002","January 27, 2022","2020-7-15","Yale Road and Williams Street, Chilliwack, Chilliwack, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10910","2525 CAD","2020",2
"Surrey RCMP","Surrey","R-10023","January 27, 2022","2021-5-14","96 Avenue and 168 Street, Surrey, Surrey, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10930","3240 CAD","2021",2
"RCMP CFSEU","Surrey","R-10025","January 27, 2022","2016-3-25","96 Avenue and King George Boulevard, Surrey, Surrey, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10932","430 CAD","2016",2
"RCMP CFSEU","Surrey","R-10025","January 27, 2022","2016-3-25","96 Avenue and King George Boulevard, Surrey, Surrey, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10932","40 CAD","2016",2
"RCMP CFSEU","Surrey","R-10025","January 27, 2022","2016-3-25","96 Avenue and King George Boulevard, Surrey, Surrey, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10932","20 CAD","2016",2
"Surrey RCMP","Surrey","R-10028","January 27, 2022","2014-1-30","152 Street and 88 Avenue, Surrey, Surrey, British Columbia","5(1) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10935","125 CAD","2014",2
"RCMP CFSEU","Abbotsford","R-10034","January 27, 2022","2021-6-23","Clearbrook Road and Dueck Avenue, Abbotsford, Abbotsford, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10943","3805 CAD","2021",2
"RCMP CFSEU","Abbotsford","R-10034","January 27, 2022","2021-6-23","Clearbrook Road and Dueck Avenue, Abbotsford, Abbotsford, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10943","LG cell phone","2021",2
"RCMP CFSEU","Surrey","R-10040","January 27, 2022","2021-7-17","120th Street and 95A Avenue, Surrey, Surrey, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10949","950 CAD","2021",2
"RCMP CFSEU","Maple Ridge","R-10041","January 27, 2022","2021-6-30","210th Street and 121st Avenue, Maple Ridge, Maple Ridge, British Columbia","5(1) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10950","716.55 CAD","2021",2
"RCMP CFSEU","Maple Ridge","R-10041","January 27, 2022","2021-6-30","210th Street and 121st Avenue, Maple Ridge, Maple Ridge, British Columbia","5(1) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10950","Apple iPhone","2021",2
"RCMP CFSEU","Richmond","R-10044","January 27, 2022","2021-5-24","No. 3 Road and Westminster Highway, Richmond, Richmond, British Columbia","5(1) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10953","825 CAD","2021",2
"RCMP CFSEU","Richmond","R-10044","January 27, 2022","2021-5-24","No. 3 Road and Westminster Highway, Richmond, Richmond, British Columbia","5(1) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10953","Huawei cell phone","2021",2
"Castlegar RCMP","Robson","R-10047","January 27, 2022","2020-4-29","5400 block of Broadwater Road, Robson, Robson, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10956","830 CAD","2020",2
"Castlegar RCMP","Robson","R-10047","January 27, 2022","2020-4-29","5400 block of Broadwater Road, Robson, Robson, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10956","Apple iPhone","2020",2
"Castlegar RCMP","Robson","R-10047","January 27, 2022","2020-4-29","5400 block of Broadwater Road, Robson, Robson, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10956","Black Samsung cell phone","2020",2
"Castlegar RCMP","Robson","R-10047","January 27, 2022","2020-4-29","5400 block of Broadwater Road, Robson, Robson, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10956","Samsung cell phone","2020",2
"RCMP CFSEU","New Westminster","R-10048","January 27, 2022","2019-9-13","6th Street and 3rd Avenue, New Westminster, New Westminster, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10957","285 CAD","2019",2
"Chilliwack RCMP","Chilliwack","R-10050","January 27, 2022","2018-12-31","46100 block of Bole Avenue, Chilliwack, Chilliwack, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10959","170 CAD","2018",2
"Chilliwack RCMP","Chilliwack","R-10050","January 27, 2022","2018-12-31","46100 block of Bole Avenue, Chilliwack, Chilliwack, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10959","Samsung cell phone","2018",2
"Chilliwack RCMP","Chilliwack","R-10050","January 27, 2022","2018-12-31","46100 block of Bole Avenue, Chilliwack, Chilliwack, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10959","Apple hard drive","2018",2
"Vancouver Police Department","Vancouver","R-10066","January 27, 2022","2021-5-19","100 block of East Hastings Street, Vancouver, Vancouver, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10976","755 CAD","2021",2
"Vancouver Police Department","Vancouver","R-10067","January 27, 2022","2021-7-20","1100 block of Hornby Street, Vancouver, Vancouver, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10977","1350 CAD","2021",2
"Vancouver Police Department","Vancouver","R-10070","January 27, 2022","2020-8-3","Gore Avenue and Prior Street, Vancouver, Vancouver, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10981","1355 CAD","2020",2
"Vancouver Police Department","Vancouver","R-10073","January 27, 2022","2021-5-21","1100 block of Granville Street, Vancouver, Vancouver, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10984","1762.05 CAD","2021",2
"RCMP CFSEU","Surrey","R-10136","January 27, 2022","2019-1-5","City Parkway and Surrey Central Loop, Surrey, Surrey, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-11050","745 CAD","2019",2
"RCMP CFSEU","Surrey","R-10136","January 27, 2022","2019-1-5","City Parkway and Surrey Central Loop, Surrey, Surrey, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-11050","LG cell phone","2019",2
"West Shore RCMP","Langford","R-10241","January 27, 2022","2021-10-8","800 block of Station Avenue, Langford and the 500 block of Atticus Court, Langford, B.C., Langford, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-11154","2006 Land Rover (BCLPEM832K)","2021",2
"West Shore RCMP","Langford","R-10241","January 27, 2022","2021-10-8","800 block of Station Avenue, Langford and the 500 block of Atticus Court, Langford, B.C., Langford, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-11154","400 CAD","2021",2
"West Shore RCMP","Langford","R-10241","January 27, 2022","2021-10-8","800 block of Station Avenue, Langford and the 500 block of Atticus Court, Langford, B.C., Langford, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-11154","3870 CAD","2021",2
"West Shore RCMP","Langford","R-10241","January 27, 2022","2021-10-8","800 block of Station Avenue, Langford and the 500 block of Atticus Court, Langford, B.C., Langford, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-11154","Gucci Watch","2021",2
"Langley RCMP","Aldergrove","R-10301","January 27, 2022","2021-9-21","26500 block of Gloucester Way, Aldergrove, Aldergrove, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-11217","42990 CAD","2021",2
"Vancouver Police Department","Vancouver","R-10308","January 27, 2022","2021-6-11","238 East Cordova Street, Vancouver, Vancouver, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-11225","1160 CAD","2021",2
"RCMP CFSEU","Surrey","R-10418","January 27, 2022","2021-11-9","Trans Canada Highway and 152nd Street, Surrey, Surrey, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-11341","2010 AcurRDX (BCLPPP159A)","2021",2
"RCMP CFSEU","Surrey","R-10418","January 27, 2022","2021-11-9","Trans Canada Highway and 152nd Street, Surrey, Surrey, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-11341","800 CAD","2021",2
"Surrey RCMP","Surrey","R-10427","January 27, 2022","2021-7-6","110th Avenue and 141A Street, Surrey, Surrey, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-11349","2008 Pontiac Wave (BCLPPF011E)","2021",2
"Kamloops RCMP","Kamloops","R-10540","January 27, 2022","2021-10-10","McGill Street and Summit Drive, Kamloops, Kamloops, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-11466","2006 Dodge Dakot(BCLPRC2092)","2021",2
"Kamloops RCMP","Kamloops","R-10540","January 27, 2022","2021-10-10","McGill Street and Summit Drive, Kamloops, Kamloops, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-11466","2005 Cadillac CTS (BCLPMX699C)","2021",2
"Kamloops RCMP","Kamloops","R-10540","January 27, 2022","2021-10-10","McGill Street and Summit Drive, Kamloops, Kamloops, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-11466","7380 CAD","2021",2
"West Shore RCMP","Victoria","R-10557","January 27, 2022","2021-12-23","2600 block of Douglas Street, Victoria, Victoria, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-11484","2003 Ford F350 (BCLPRN9955)","2021",2
"Langley RCMP","Abbotsford","R-10560","January 27, 2022","2021-6-8","4600 block of Dixon Road, Abbotsford, Abbotsford, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-11487","2017 Hyundai Elantr(BCLPHK925F)","2021",2
"North Vancouver RCMP","North Vancouver","R-10574","January 27, 2022","2022-1-4","Fromme Road and E 29th Street, North Vancouver, North Vancouver, British Columbia","322 (Theft) Criminal Code of Canada. [ja27]","AC-11501","2006 Lexus IS350 (BCLPMV644V)","2022",2
"Chilliwack RCMP","Chilliwack","R-06910","January 20, 2022","2018-4-17","Elk View Road, Chilliwack, and 46700 block of Hudson Road, Chilliwack, B.C., Chilliwack, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10587","4300 CAD","2018",2
"Chilliwack RCMP","Chilliwack","R-06910","January 20, 2022","2018-4-17","Elk View Road, Chilliwack, and 46700 block of Hudson Road, Chilliwack, B.C., Chilliwack, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10587","1705 CAD","2018",2
"Chilliwack RCMP","Chilliwack","R-06910","January 20, 2022","2018-4-17","Elk View Road, Chilliwack, and 46700 block of Hudson Road, Chilliwack, B.C., Chilliwack, British Columbia","5(2) (Possess Trafficking) Controlled Drugs and Substances Act of Canada.","AC-10587","50 CAD","2018",2
"North Vancouver RCMP","North Vancouver","R-09480","January 20, 2022","2016-6-24","300 block of Seymour Boulevard, North Vancouver, the 100 block of East 17 Street, North Vancouver, B.C., the 2300 block of Ranger Lane, Port Coquitlam, B.C., and the 1500 block of Coast Meridian Road, Port Coquitlam, B.C., North Vancouver, British Columbia","380(1) (Fraud) Criminal Code of Canada.","AC-10409","990 CAD","2016",2
"North Vancouver RCMP","North Vancouver","R-09480","January 20, 2022","2016-6-24","300 block of Seymour Boulevard, North Vancouver, the 100 block of East 17 Street, North Vancouver, B.C., the 2300 block of Ranger Lane, Port Coquitlam, B.C., and the 1500 block of Coast Meridian Road, Port Coquitlam, B.C., North Vancouver, British Columbia","380(1) (Fraud) Criminal Code of Canada.","AC-10409","Five Apple iPhones","2016",2
"North Vancouver RCMP","North Vancouver","R-09480","January 20, 2022","2016-6-24","300 block of Seymour Boulevard, North Vancouver, the 100 block of East 17 Street, North Vancouver, B.C., the 2300 block of Ranger Lane, Port Coquitlam, B.C., and the 1500 block of Coast Meridian Road, Port Coquitlam, B.C., North Vancouver, British Columbia","380(1) (Fraud) Criminal Code of Canada.","AC-10409","Apple watch","2016",2
"North Vancouver RCMP","North Vancouver","R-09480","January 20, 2022","2016-6-24","300 block of Seymour Boulevard, North Vancouver, the 100 block of East 17 Street, North Vancouver, B.C., the 2300 block of Ranger Lane, Port Coquitlam, B.C., and the 1500 block of Coast Meridian Road, Port Coquitlam, B.C., North Vancouver, British Columbia","380(1) (Fraud) Criminal Code of Canada.","AC-10409","LG cell phone","2016",2
"North Vancouver RCMP","North Vancouver","R-09480","January 20, 2022","2016-6-24","300 block of Seymour Boulevard, North Vancouver, the 100 block of East 17 Street, North Vancouver, B.C., the 2300 block of Ranger Lane, Port Coquitlam, B.C., and the 1500 block of Coast Meridian Road, Port Coquitlam, B.C., North Vancouver, British Columbia","380(1) (Fraud) Criminal Code of Canada.","AC-10409","Two Samsung cell phones","2016",2
"North Vancouver RCMP","North Vancouver","R-09480","January 20, 2022","2016-6-24","300 block of Seymour Boulevard, North Vancouver, the 100 block of East 17 Street, North Vancouver, B.C., the 2300 block of Ranger Lane, Port Coquitlam, B.C., and the 1500 block of Coast Meridian Road, Port Coquitlam, B.C., North Vancouver, British Columbia","380(1) (Fraud) Criminal Code of Canada.","AC-10409","Two Apple gift cards","2016",2
"North Vancouver RCMP","North Vancouver","R-09480","January 20, 2022","2016-6-24","300 block of Seymour Boulevard, North Vancouver, the 100 block of East 17 Street, North Vancouver, B.C., the 2300 block of Ranger Lane, Port Coquitlam, B.C., and the 1500 block of Coast Meridian Road, Port Coquitlam, B.C., North Vancouver, British Columbia","380(1) (Fraud) Criminal Code of Canada.","AC-10409","Starbucks gift card","2016",2
"North Vancouver RCMP","North Vancouver","R-09480","January 20, 2022","2016-6-24","300 block of Seymour Boulevard, North Vancouver, the 100 block of East 17 Street, North Vancouver, B.C., the 2300 block of Ranger Lane, Port Coquitlam, B.C., and the 1500 block of Coast Meridian Road, Port Coquitlam, B.C., North Vancouver, British Columbia","380(1) (Fraud) Criminal Code of Canada.","AC-10409","Prepaid VISA card","2016",2
